Counting,SA1 (UR),LANP - 4 Digit Level,Count
"Persons, Place of Usual Residence",2111513,Tigrinya,4
"Persons, Place of Usual Residence",2111513,Not stated,28
"Persons, Place of Usual Residence",2111514,English,190
"Persons, Place of Usual Residence",2111514,Greek,9
"Persons, Place of Usual Residence",2111514,Portuguese,3
"Persons, Place of Usual Residence",2111514,Spanish,12
"Persons, Place of Usual Residence",2111514,Italian,5
"Persons, Place of Usual Residence",2111514,Croatian,4
"Persons, Place of Usual Residence",2111514,Persian (excluding Dari),5
"Persons, Place of Usual Residence",2111514,Telugu,4
"Persons, Place of Usual Residence",2111514,Bengali,6
"Persons, Place of Usual Residence",2111514,Hindi,3
"Persons, Place of Usual Residence",2111514,Vietnamese,8
"Persons, Place of Usual Residence",2111514,Thai,3
"Persons, Place of Usual Residence",2111514,Indonesian,8
"Persons, Place of Usual Residence",2111514,Filipino,3
"Persons, Place of Usual Residence",2111514,"Chinese, nfd",5
"Persons, Place of Usual Residence",2111514,Cantonese,18
"Persons, Place of Usual Residence",2111514,Mandarin,31
"Persons, Place of Usual Residence",2111514,Japanese,4
"Persons, Place of Usual Residence",2111514,Korean,9
"Persons, Place of Usual Residence",2111514,Not stated,14
"Persons, Place of Usual Residence",2111515,English,242
"Persons, Place of Usual Residence",2111515,Greek,7
"Persons, Place of Usual Residence",2111515,Spanish,6
"Persons, Place of Usual Residence",2111515,Italian,4
"Persons, Place of Usual Residence",2111515,Bosnian,5
"Persons, Place of Usual Residence",2111515,Croatian,4
"Persons, Place of Usual Residence",2111515,Serbian,3
"Persons, Place of Usual Residence",2111515,Albanian,4
"Persons, Place of Usual Residence",2111515,Arabic,14
"Persons, Place of Usual Residence",2111515,Turkish,4
"Persons, Place of Usual Residence",2111515,Punjabi,5
"Persons, Place of Usual Residence",2111515,Vietnamese,44
"Persons, Place of Usual Residence",2111515,Cantonese,14
"Persons, Place of Usual Residence",2111515,Mandarin,4
"Persons, Place of Usual Residence",2111515,Somali,11
"Persons, Place of Usual Residence",2111515,Auslan,3
"Persons, Place of Usual Residence",2111515,Inadequately described,3
"Persons, Place of Usual Residence",2111515,Not stated,40
"Persons, Place of Usual Residence",2111516,English,349
"Persons, Place of Usual Residence",2111516,Greek,13
"Persons, Place of Usual Residence",2111516,Portuguese,3
"Persons, Place of Usual Residence",2111516,Spanish,4
"Persons, Place of Usual Residence",2111516,Italian,27
"Persons, Place of Usual Residence",2111516,Ukrainian,6
"Persons, Place of Usual Residence",2111516,Telugu,4
"Persons, Place of Usual Residence",2111516,Indonesian,3
"Persons, Place of Usual Residence",2111516,Cantonese,16
"Persons, Place of Usual Residence",2111516,Mandarin,4
"Persons, Place of Usual Residence",2111516,Fijian,3
"Persons, Place of Usual Residence",2111516,Not stated,43
"Persons, Place of Usual Residence",2111519,English,52
"Persons, Place of Usual Residence",2111519,Spanish,6
"Persons, Place of Usual Residence",2111519,Arabic,58
"Persons, Place of Usual Residence",2111519,Turkish,36
"Persons, Place of Usual Residence",2111519,Bengali,4
"Persons, Place of Usual Residence",2111519,Urdu,5
"Persons, Place of Usual Residence",2111519,Vietnamese,30
"Persons, Place of Usual Residence",2111519,Thai,3
"Persons, Place of Usual Residence",2111519,Cantonese,32
"Persons, Place of Usual Residence",2111519,Hakka,6
"Persons, Place of Usual Residence",2111519,Mandarin,12
"Persons, Place of Usual Residence",2111519,Oromo,18
"Persons, Place of Usual Residence",2111519,Somali,118
"Persons, Place of Usual Residence",2111519,Amharic,27
"Persons, Place of Usual Residence",2111519,Dinka,5
"Persons, Place of Usual Residence",2111519,Tigrinya,45
"Persons, Place of Usual Residence",2111519,Inadequately described,4
"Persons, Place of Usual Residence",2111519,"Non-verbal, so described",6
"Persons, Place of Usual Residence",2111519,Not stated,50
"Persons, Place of Usual Residence",2111520,English,56
"Persons, Place of Usual Residence",2111520,Swedish,4
"Persons, Place of Usual Residence",2111520,Spanish,5
"Persons, Place of Usual Residence",2111520,Arabic,75
"Persons, Place of Usual Residence",2111520,Turkish,9
"Persons, Place of Usual Residence",2111520,Vietnamese,31
"Persons, Place of Usual Residence",2111520,Cantonese,16
"Persons, Place of Usual Residence",2111520,Hakka,6
"Persons, Place of Usual Residence",2111520,Mandarin,4
"Persons, Place of Usual Residence",2111520,Oromo,16
"Persons, Place of Usual Residence",2111520,Somali,84
"Persons, Place of Usual Residence",2111520,Amharic,37
"Persons, Place of Usual Residence",2111520,Dinka,4
"Persons, Place of Usual Residence",2111520,Harari,6
"Persons, Place of Usual Residence",2111520,Tigre,7
"Persons, Place of Usual Residence",2111520,Tigrinya,22
"Persons, Place of Usual Residence",2111520,"Non-verbal, so described",3
"Persons, Place of Usual Residence",2111520,Not stated,61
"Persons, Place of Usual Residence",2111521,English,50
"Persons, Place of Usual Residence",2111521,Spanish,4
"Persons, Place of Usual Residence",2111521,Italian,3
"Persons, Place of Usual Residence",2111521,Dari,4
"Persons, Place of Usual Residence",2111521,Arabic,34
"Persons, Place of Usual Residence",2111521,Burmese,4
"Persons, Place of Usual Residence",2111521,Vietnamese,47
"Persons, Place of Usual Residence",2111521,Lao,4
"Persons, Place of Usual Residence",2111521,Cantonese,23
"Persons, Place of Usual Residence",2111521,Hakka,4
"Persons, Place of Usual Residence",2111521,Mandarin,4
"Persons, Place of Usual Residence",2111521,Oromo,10
"Persons, Place of Usual Residence",2111521,Somali,3
"Persons, Place of Usual Residence",2111521,Swahili,3
"Persons, Place of Usual Residence",2111521,Amharic,14
"Persons, Place of Usual Residence",2111521,Dinka,20
"Persons, Place of Usual Residence",2111521,Tigrinya,13
"Persons, Place of Usual Residence",2111521,Inadequately described,3
"Persons, Place of Usual Residence",2111521,Not stated,22
"Persons, Place of Usual Residence",2111522,English,183
"Persons, Place of Usual Residence",2111522,Dutch,3
"Persons, Place of Usual Residence",2111522,French,3
"Persons, Place of Usual Residence",2111522,Greek,4
"Persons, Place of Usual Residence",2111522,Spanish,4
"Persons, Place of Usual Residence",2111522,Italian,5
"Persons, Place of Usual Residence",2111522,Tamil,7
"Persons, Place of Usual Residence",2111522,Hindi,12
"Persons, Place of Usual Residence",2111522,Vietnamese,7
"Persons, Place of Usual Residence",2111522,Thai,4
"Persons, Place of Usual Residence",2111522,Malay,3
"Persons, Place of Usual Residence",2111522,Cantonese,5
"Persons, Place of Usual Residence",2111522,Mandarin,14
"Persons, Place of Usual Residence",2111522,Japanese,6
"Persons, Place of Usual Residence",2111522,Not stated,27
"Persons, Place of Usual Residence",2111523,English,373
"Persons, Place of Usual Residence",2111523,German,3
"Persons, Place of Usual Residence",2111523,Dutch,3
"Persons, Place of Usual Residence",2111523,French,11
"Persons, Place of Usual Residence",2111523,Greek,6
"Persons, Place of Usual Residence",2111523,Portuguese,10
"Persons, Place of Usual Residence",2111523,Spanish,32
"Persons, Place of Usual Residence",2111523,Italian,6
"Persons, Place of Usual Residence",2111523,Russian,3
"Persons, Place of Usual Residence",2111523,Serbian,3
"Persons, Place of Usual Residence",2111523,Persian (excluding Dari),53
"Persons, Place of Usual Residence",2111523,Arabic,69
"Persons, Place of Usual Residence",2111523,Assyrian Neo-Aramaic,3
"Persons, Place of Usual Residence",2111523,Kannada,5
"Persons, Place of Usual Residence",2111523,Malayalam,14
"Persons, Place of Usual Residence",2111523,Tamil,34
"Persons, Place of Usual Residence",2111523,Telugu,23
"Persons, Place of Usual Residence",2111523,Bengali,5
"Persons, Place of Usual Residence",2111523,Hindi,47
"Persons, Place of Usual Residence",2111523,Marathi,5
"Persons, Place of Usual Residence",2111523,Nepali,8
"Persons, Place of Usual Residence",2111523,Punjabi,10
"Persons, Place of Usual Residence",2111523,Sinhalese,13
"Persons, Place of Usual Residence",2111523,Urdu,17
"Persons, Place of Usual Residence",2111523,Oriya,6
"Persons, Place of Usual Residence",2111523,Burmese,8
"Persons, Place of Usual Residence",2111523,Vietnamese,34
"Persons, Place of Usual Residence",2111523,Thai,12
"Persons, Place of Usual Residence",2111523,Bisaya,5
"Persons, Place of Usual Residence",2111523,Indonesian,32
"Persons, Place of Usual Residence",2111523,Malay,11
"Persons, Place of Usual Residence",2111523,Tagalog,4
"Persons, Place of Usual Residence",2111523,Filipino,13
"Persons, Place of Usual Residence",2111523,"Chinese, nfd",9
"Persons, Place of Usual Residence",2111523,Cantonese,56
"Persons, Place of Usual Residence",2111523,Mandarin,322
"Persons, Place of Usual Residence",2111523,Min Nan,5
"Persons, Place of Usual Residence",2111523,Japanese,17
"Persons, Place of Usual Residence",2111523,Korean,43
"Persons, Place of Usual Residence",2111523,Mongolian,9
"Persons, Place of Usual Residence",2111523,Swahili,3
"Persons, Place of Usual Residence",2111523,Samoan,5
"Persons, Place of Usual Residence",2111523,"Non-verbal, so described",8
"Persons, Place of Usual Residence",2111523,Not stated,118
"Persons, Place of Usual Residence",2111524,English,126
"Persons, Place of Usual Residence",2111524,French,3
"Persons, Place of Usual Residence",2111524,Greek,4
"Persons, Place of Usual Residence",2111524,Italian,7
"Persons, Place of Usual Residence",2111524,Ukrainian,4
"Persons, Place of Usual Residence",2111524,Bengali,3
"Persons, Place of Usual Residence",2111524,Gujarati,4
"Persons, Place of Usual Residence",2111524,Hindi,9
"Persons, Place of Usual Residence",2111524,Cantonese,27
"Persons, Place of Usual Residence",2111524,Mandarin,3
"Persons, Place of Usual Residence",2111524,Japanese,5
"Persons, Place of Usual Residence",2111524,Not stated,10
"Persons, Place of Usual Residence",2111601,English,261
"Persons, Place of Usual Residence",2111601,Greek,15
"Persons, Place of Usual Residence",2111601,Spanish,4
"Persons, Place of Usual Residence",2111601,Italian,22
"Persons, Place of Usual Residence",2111601,Ukrainian,5
"Persons, Place of Usual Residence",2111601,Croatian,3
"Persons, Place of Usual Residence",2111601,Macedonian,11
"Persons, Place of Usual Residence",2111601,Serbian,5
"Persons, Place of Usual Residence",2111601,Arabic,3
"Persons, Place of Usual Residence",2111601,Telugu,5
"Persons, Place of Usual Residence",2111601,Gujarati,6
"Persons, Place of Usual Residence",2111601,Cantonese,8
"Persons, Place of Usual Residence",2111601,Japanese,6
"Persons, Place of Usual Residence",2111601,Not stated,24
"Persons, Place of Usual Residence",2111602,English,365
"Persons, Place of Usual Residence",2111602,German,13
"Persons, Place of Usual Residence",2111602,French,5
"Persons, Place of Usual Residence",2111602,Greek,19
"Persons, Place of Usual Residence",2111602,Spanish,9
"Persons, Place of Usual Residence",2111602,Italian,36
"Persons, Place of Usual Residence",2111602,Latvian,3
"Persons, Place of Usual Residence",2111602,Russian,8
"Persons, Place of Usual Residence",2111602,Croatian,3
"Persons, Place of Usual Residence",2111602,Polish,6
"Persons, Place of Usual Residence",2111602,Romanian,5
"Persons, Place of Usual Residence",2111602,Arabic,3
"Persons, Place of Usual Residence",2111602,Hindi,10
"Persons, Place of Usual Residence",2111602,Nepali,4
"Persons, Place of Usual Residence",2111602,Vietnamese,4
"Persons, Place of Usual Residence",2111602,Cantonese,6
"Persons, Place of Usual Residence",2111602,Mandarin,11
"Persons, Place of Usual Residence",2111602,Not stated,41
"Persons, Place of Usual Residence",2111603,English,324
"Persons, Place of Usual Residence",2111603,Greek,23
"Persons, Place of Usual Residence",2111603,Portuguese,4
"Persons, Place of Usual Residence",2111603,Spanish,11
"Persons, Place of Usual Residence",2111603,Italian,46
"Persons, Place of Usual Residence",2111603,Maltese,6
"Persons, Place of Usual Residence",2111603,Ukrainian,4
"Persons, Place of Usual Residence",2111603,Hindi,11
"Persons, Place of Usual Residence",2111603,Urdu,4
"Persons, Place of Usual Residence",2111603,Vietnamese,5
"Persons, Place of Usual Residence",2111603,Mandarin,5
"Persons, Place of Usual Residence",2111603,"Non-verbal, so described",4
"Persons, Place of Usual Residence",2111603,Not stated,6
"Persons, Place of Usual Residence",2111604,English,318
"Persons, Place of Usual Residence",2111604,German,4
"Persons, Place of Usual Residence",2111604,Greek,21
"Persons, Place of Usual Residence",2111604,Spanish,3
"Persons, Place of Usual Residence",2111604,Italian,26
"Persons, Place of Usual Residence",2111604,Arabic,8
"Persons, Place of Usual Residence",2111604,Hindi,3
"Persons, Place of Usual Residence",2111604,Marathi,4
"Persons, Place of Usual Residence",2111604,Sinhalese,4
"Persons, Place of Usual Residence",2111604,Vietnamese,6
"Persons, Place of Usual Residence",2111604,Thai,3
"Persons, Place of Usual Residence",2111604,Tagalog,3
"Persons, Place of Usual Residence",2111604,Cantonese,18
"Persons, Place of Usual Residence",2111604,Mandarin,12
"Persons, Place of Usual Residence",2111604,Not stated,22
"Persons, Place of Usual Residence",2111605,English,323
"Persons, Place of Usual Residence",2111605,French,4
"Persons, Place of Usual Residence",2111605,Greek,12
"Persons, Place of Usual Residence",2111605,Spanish,14
"Persons, Place of Usual Residence",2111605,Italian,18
"Persons, Place of Usual Residence",2111605,Polish,9
"Persons, Place of Usual Residence",2111605,Persian (excluding Dari),5
"Persons, Place of Usual Residence",2111605,Turkish,5
"Persons, Place of Usual Residence",2111605,Tamil,3
"Persons, Place of Usual Residence",2111605,Telugu,5
"Persons, Place of Usual Residence",2111605,Bengali,5
"Persons, Place of Usual Residence",2111605,Gujarati,7
"Persons, Place of Usual Residence",2111605,Hindi,17
"Persons, Place of Usual Residence",2111605,Vietnamese,14
"Persons, Place of Usual Residence",2111605,Thai,8
"Persons, Place of Usual Residence",2111605,Indonesian,5
"Persons, Place of Usual Residence",2111605,Filipino,3
"Persons, Place of Usual Residence",2111605,"Chinese, nfd",3
"Persons, Place of Usual Residence",2111605,Cantonese,3
"Persons, Place of Usual Residence",2111605,Mandarin,22
"Persons, Place of Usual Residence",2111605,Japanese,6
"Persons, Place of Usual Residence",2111605,Korean,3
"Persons, Place of Usual Residence",2111605,Swahili,3
"Persons, Place of Usual Residence",2111605,Not stated,57
"Persons, Place of Usual Residence",2111606,English,312
"Persons, Place of Usual Residence",2111606,French,8
"Persons, Place of Usual Residence",2111606,Greek,9
"Persons, Place of Usual Residence",2111606,Spanish,3
"Persons, Place of Usual Residence",2111606,Italian,34
"Persons, Place of Usual Residence",2111606,Macedonian,3
"Persons, Place of Usual Residence",2111606,Turkish,7
"Persons, Place of Usual Residence",2111606,Tamil,4
"Persons, Place of Usual Residence",2111606,Vietnamese,5
"Persons, Place of Usual Residence",2111606,Mandarin,3
"Persons, Place of Usual Residence",2111606,Not stated,13
"Persons, Place of Usual Residence",2111607,English,343
"Persons, Place of Usual Residence",2111607,Greek,6
"Persons, Place of Usual Residence",2111607,Spanish,3
"Persons, Place of Usual Residence",2111607,Italian,30
"Persons, Place of Usual Residence",2111607,Maltese,3
