Counting,SA1 (UR),LANP - 4 Digit Level,Count
"Persons, Place of Usual Residence",2111609,English,280
"Persons, Place of Usual Residence",2111609,German,5
"Persons, Place of Usual Residence",2111609,Greek,7
"Persons, Place of Usual Residence",2111609,Spanish,10
"Persons, Place of Usual Residence",2111609,Italian,18
"Persons, Place of Usual Residence",2111609,Arabic,3
"Persons, Place of Usual Residence",2111609,Turkish,6
"Persons, Place of Usual Residence",2111609,Marathi,3
"Persons, Place of Usual Residence",2111609,Lao,5
"Persons, Place of Usual Residence",2111609,Mandarin,3
"Persons, Place of Usual Residence",2111609,Not stated,17
"Persons, Place of Usual Residence",2111610,English,314
"Persons, Place of Usual Residence",2111610,Greek,16
"Persons, Place of Usual Residence",2111610,Spanish,5
"Persons, Place of Usual Residence",2111610,Italian,23
"Persons, Place of Usual Residence",2111610,Croatian,7
"Persons, Place of Usual Residence",2111610,"Serbo-Croatian/Yugoslavian, so described",6
"Persons, Place of Usual Residence",2111610,Turkish,6
"Persons, Place of Usual Residence",2111610,Hindi,3
"Persons, Place of Usual Residence",2111610,Nepali,4
"Persons, Place of Usual Residence",2111610,Cantonese,5
"Persons, Place of Usual Residence",2111610,Mandarin,5
"Persons, Place of Usual Residence",2111610,Korean,3
"Persons, Place of Usual Residence",2111610,Not stated,13
"Persons, Place of Usual Residence",2111611,English,267
"Persons, Place of Usual Residence",2111611,German,6
"Persons, Place of Usual Residence",2111611,French,3
"Persons, Place of Usual Residence",2111611,Greek,21
"Persons, Place of Usual Residence",2111611,Italian,48
"Persons, Place of Usual Residence",2111611,Nepali,5
"Persons, Place of Usual Residence",2111611,Mandarin,7
"Persons, Place of Usual Residence",2111611,Korean,5
"Persons, Place of Usual Residence",2111611,Not stated,9
"Persons, Place of Usual Residence",2111612,English,284
"Persons, Place of Usual Residence",2111612,French,5
"Persons, Place of Usual Residence",2111612,Greek,8
"Persons, Place of Usual Residence",2111612,Spanish,3
"Persons, Place of Usual Residence",2111612,Italian,53
"Persons, Place of Usual Residence",2111612,Croatian,7
"Persons, Place of Usual Residence",2111612,Macedonian,3
"Persons, Place of Usual Residence",2111612,Hindi,6
"Persons, Place of Usual Residence",2111612,Vietnamese,3
"Persons, Place of Usual Residence",2111612,Thai,3
"Persons, Place of Usual Residence",2111612,Cantonese,5
"Persons, Place of Usual Residence",2111612,Mandarin,7
"Persons, Place of Usual Residence",2111612,Not stated,20
"Persons, Place of Usual Residence",2111613,English,361
"Persons, Place of Usual Residence",2111613,French,4
"Persons, Place of Usual Residence",2111613,Greek,24
"Persons, Place of Usual Residence",2111613,Spanish,9
"Persons, Place of Usual Residence",2111613,Italian,40
"Persons, Place of Usual Residence",2111613,Maltese,5
"Persons, Place of Usual Residence",2111613,Croatian,3
"Persons, Place of Usual Residence",2111613,Polish,7
"Persons, Place of Usual Residence",2111613,Arabic,14
"Persons, Place of Usual Residence",2111613,Turkish,6
"Persons, Place of Usual Residence",2111613,Malayalam,11
"Persons, Place of Usual Residence",2111613,Bengali,3
"Persons, Place of Usual Residence",2111613,Gujarati,4
"Persons, Place of Usual Residence",2111613,Hindi,6
"Persons, Place of Usual Residence",2111613,Nepali,5
"Persons, Place of Usual Residence",2111613,Urdu,5
"Persons, Place of Usual Residence",2111613,Vietnamese,13
"Persons, Place of Usual Residence",2111613,Thai,3
"Persons, Place of Usual Residence",2111613,Tagalog,4
"Persons, Place of Usual Residence",2111613,Cantonese,3
"Persons, Place of Usual Residence",2111613,Mandarin,13
"Persons, Place of Usual Residence",2111613,Korean,5
"Persons, Place of Usual Residence",2111613,Oromo,3
"Persons, Place of Usual Residence",2111613,Auslan,4
"Persons, Place of Usual Residence",2111613,Not stated,21
"Persons, Place of Usual Residence",2111614,English,330
"Persons, Place of Usual Residence",2111614,French,3
"Persons, Place of Usual Residence",2111614,Greek,7
"Persons, Place of Usual Residence",2111614,Spanish,5
"Persons, Place of Usual Residence",2111614,Italian,42
"Persons, Place of Usual Residence",2111614,Romanian,4
"Persons, Place of Usual Residence",2111614,Arabic,4
"Persons, Place of Usual Residence",2111614,Telugu,3
"Persons, Place of Usual Residence",2111614,Gujarati,4
"Persons, Place of Usual Residence",2111614,Hindi,5
"Persons, Place of Usual Residence",2111614,Nepali,3
"Persons, Place of Usual Residence",2111614,Vietnamese,7
"Persons, Place of Usual Residence",2111614,Tagalog,3
"Persons, Place of Usual Residence",2111614,Cantonese,4
"Persons, Place of Usual Residence",2111614,Mandarin,11
"Persons, Place of Usual Residence",2111614,Tigrinya,5
"Persons, Place of Usual Residence",2111614,Not stated,11
"Persons, Place of Usual Residence",2111615,English,355
"Persons, Place of Usual Residence",2111615,German,3
"Persons, Place of Usual Residence",2111615,Greek,22
"Persons, Place of Usual Residence",2111615,Portuguese,3
"Persons, Place of Usual Residence",2111615,Spanish,8
"Persons, Place of Usual Residence",2111615,Italian,47
"Persons, Place of Usual Residence",2111615,Maltese,3
"Persons, Place of Usual Residence",2111615,Croatian,6
"Persons, Place of Usual Residence",2111615,Persian (excluding Dari),4
"Persons, Place of Usual Residence",2111615,Arabic,3
"Persons, Place of Usual Residence",2111615,Tamil,9
"Persons, Place of Usual Residence",2111615,Gujarati,3
"Persons, Place of Usual Residence",2111615,Hindi,21
"Persons, Place of Usual Residence",2111615,Nepali,20
"Persons, Place of Usual Residence",2111615,Punjabi,3
"Persons, Place of Usual Residence",2111615,Sinhalese,5
"Persons, Place of Usual Residence",2111615,Urdu,5
"Persons, Place of Usual Residence",2111615,Thai,6
"Persons, Place of Usual Residence",2111615,Mandarin,7
"Persons, Place of Usual Residence",2111615,Not stated,35
"Persons, Place of Usual Residence",2111616,English,280
"Persons, Place of Usual Residence",2111616,French,4
"Persons, Place of Usual Residence",2111616,Spanish,9
"Persons, Place of Usual Residence",2111616,Italian,24
"Persons, Place of Usual Residence",2111616,Hungarian,4
"Persons, Place of Usual Residence",2111616,Arabic,4
"Persons, Place of Usual Residence",2111616,Turkish,8
"Persons, Place of Usual Residence",2111616,Kannada,3
"Persons, Place of Usual Residence",2111616,Malayalam,3
"Persons, Place of Usual Residence",2111616,Telugu,4
"Persons, Place of Usual Residence",2111616,Bengali,3
"Persons, Place of Usual Residence",2111616,Gujarati,3
"Persons, Place of Usual Residence",2111616,Hindi,5
"Persons, Place of Usual Residence",2111616,Nepali,10
"Persons, Place of Usual Residence",2111616,Urdu,5
"Persons, Place of Usual Residence",2111616,Vietnamese,9
"Persons, Place of Usual Residence",2111616,Thai,9
"Persons, Place of Usual Residence",2111616,Indonesian,4
"Persons, Place of Usual Residence",2111616,Cantonese,8
"Persons, Place of Usual Residence",2111616,Mandarin,8
"Persons, Place of Usual Residence",2111616,Japanese,4
"Persons, Place of Usual Residence",2111616,Korean,5
"Persons, Place of Usual Residence",2111616,"Non-verbal, so described",3
"Persons, Place of Usual Residence",2111616,Not stated,23
"Persons, Place of Usual Residence",2111617,English,330
"Persons, Place of Usual Residence",2111617,German,3
"Persons, Place of Usual Residence",2111617,Greek,10
"Persons, Place of Usual Residence",2111617,Spanish,8
"Persons, Place of Usual Residence",2111617,Italian,25
"Persons, Place of Usual Residence",2111617,Russian,3
"Persons, Place of Usual Residence",2111617,Bosnian,5
"Persons, Place of Usual Residence",2111617,Macedonian,6
"Persons, Place of Usual Residence",2111617,Polish,4
"Persons, Place of Usual Residence",2111617,Slovak,3
"Persons, Place of Usual Residence",2111617,Arabic,8
"Persons, Place of Usual Residence",2111617,Indonesian,4
"Persons, Place of Usual Residence",2111617,Tagalog,4
"Persons, Place of Usual Residence",2111617,Filipino,8
"Persons, Place of Usual Residence",2111617,Cantonese,3
"Persons, Place of Usual Residence",2111617,Mandarin,14
"Persons, Place of Usual Residence",2111617,Min Nan,6
"Persons, Place of Usual Residence",2111617,Tigrinya,6
"Persons, Place of Usual Residence",2111617,"Non-verbal, so described",6
"Persons, Place of Usual Residence",2111617,Not stated,36
"Persons, Place of Usual Residence",2111618,English,438
"Persons, Place of Usual Residence",2111618,German,5
"Persons, Place of Usual Residence",2111618,Greek,12
"Persons, Place of Usual Residence",2111618,Spanish,9
"Persons, Place of Usual Residence",2111618,Italian,24
"Persons, Place of Usual Residence",2111618,Croatian,11
"Persons, Place of Usual Residence",2111618,Macedonian,6
"Persons, Place of Usual Residence",2111618,Arabic,7
"Persons, Place of Usual Residence",2111618,Tamil,4
"Persons, Place of Usual Residence",2111618,Punjabi,4
"Persons, Place of Usual Residence",2111618,Sinhalese,4
"Persons, Place of Usual Residence",2111618,Vietnamese,6
"Persons, Place of Usual Residence",2111618,Indonesian,5
"Persons, Place of Usual Residence",2111618,Filipino,5
"Persons, Place of Usual Residence",2111618,Mandarin,4
"Persons, Place of Usual Residence",2111618,Japanese,6
"Persons, Place of Usual Residence",2111618,Not stated,21
"Persons, Place of Usual Residence",2111619,English,350
"Persons, Place of Usual Residence",2111619,Greek,20
"Persons, Place of Usual Residence",2111619,Spanish,7
"Persons, Place of Usual Residence",2111619,Italian,36
"Persons, Place of Usual Residence",2111619,Maltese,4
"Persons, Place of Usual Residence",2111619,Croatian,4
"Persons, Place of Usual Residence",2111619,"Southern Asian Languages, nfd",5
"Persons, Place of Usual Residence",2111619,Konkani,3
"Persons, Place of Usual Residence",2111619,Vietnamese,9
"Persons, Place of Usual Residence",2111619,Filipino,7
"Persons, Place of Usual Residence",2111619,Cantonese,6
"Persons, Place of Usual Residence",2111619,Mandarin,4
"Persons, Place of Usual Residence",2111619,Not stated,24
"Persons, Place of Usual Residence",2111620,English,270
"Persons, Place of Usual Residence",2111620,German,3
"Persons, Place of Usual Residence",2111620,Greek,21
"Persons, Place of Usual Residence",2111620,Spanish,6
"Persons, Place of Usual Residence",2111620,Italian,22
"Persons, Place of Usual Residence",2111620,Arabic,4
"Persons, Place of Usual Residence",2111620,Nepali,6
"Persons, Place of Usual Residence",2111620,Cantonese,8
"Persons, Place of Usual Residence",2111620,Mandarin,3
"Persons, Place of Usual Residence",2111620,Not stated,20
"Persons, Place of Usual Residence",2111621,English,352
"Persons, Place of Usual Residence",2111621,German,11
"Persons, Place of Usual Residence",2111621,French,3
"Persons, Place of Usual Residence",2111621,Greek,18
"Persons, Place of Usual Residence",2111621,Spanish,4
"Persons, Place of Usual Residence",2111621,Italian,42
"Persons, Place of Usual Residence",2111621,Macedonian,4
"Persons, Place of Usual Residence",2111621,Arabic,6
"Persons, Place of Usual Residence",2111621,Turkish,3
"Persons, Place of Usual Residence",2111621,Hindi,6
"Persons, Place of Usual Residence",2111621,Vietnamese,9
"Persons, Place of Usual Residence",2111621,Cantonese,8
"Persons, Place of Usual Residence",2111621,Mandarin,3
"Persons, Place of Usual Residence",2111621,Not stated,24
"Persons, Place of Usual Residence",2111622,English,357
"Persons, Place of Usual Residence",2111622,Danish,5
"Persons, Place of Usual Residence",2111622,Greek,23
"Persons, Place of Usual Residence",2111622,Spanish,3
"Persons, Place of Usual Residence",2111622,Italian,15
"Persons, Place of Usual Residence",2111622,Croatian,4
"Persons, Place of Usual Residence",2111622,Arabic,3
"Persons, Place of Usual Residence",2111622,Thai,3
"Persons, Place of Usual Residence",2111622,Cantonese,4
"Persons, Place of Usual Residence",2111622,Mandarin,9
"Persons, Place of Usual Residence",2111622,Japanese,11
"Persons, Place of Usual Residence",2111622,Somali,3
"Persons, Place of Usual Residence",2111622,Inadequately described,4
"Persons, Place of Usual Residence",2111622,Not stated,26
"Persons, Place of Usual Residence",2111623,English,355
"Persons, Place of Usual Residence",2111623,Swedish,3
"Persons, Place of Usual Residence",2111623,French,8
"Persons, Place of Usual Residence",2111623,Greek,10
"Persons, Place of Usual Residence",2111623,Spanish,11
"Persons, Place of Usual Residence",2111623,Italian,40
"Persons, Place of Usual Residence",2111623,Russian,4
"Persons, Place of Usual Residence",2111623,Arabic,4
"Persons, Place of Usual Residence",2111623,Telugu,3
"Persons, Place of Usual Residence",2111623,Vietnamese,8
"Persons, Place of Usual Residence",2111623,Cantonese,10
"Persons, Place of Usual Residence",2111623,Mandarin,17
"Persons, Place of Usual Residence",2111623,Min Nan,3
"Persons, Place of Usual Residence",2111623,Japanese,3
"Persons, Place of Usual Residence",2111623,Korean,4
"Persons, Place of Usual Residence",2111623,Not stated,24
"Persons, Place of Usual Residence",2111624,English,301
"Persons, Place of Usual Residence",2111624,French,3
"Persons, Place of Usual Residence",2111624,Greek,12
"Persons, Place of Usual Residence",2111624,Italian,46
"Persons, Place of Usual Residence",2111624,Russian,6
"Persons, Place of Usual Residence",2111624,Arabic,6
"Persons, Place of Usual Residence",2111624,Turkish,4
"Persons, Place of Usual Residence",2111624,"Indo-Aryan, nec",5
"Persons, Place of Usual Residence",2111624,Vietnamese,9
"Persons, Place of Usual Residence",2111624,Cantonese,9
"Persons, Place of Usual Residence",2111624,Mandarin,17
"Persons, Place of Usual Residence",2111624,Not stated,11
"Persons, Place of Usual Residence",2111625,English,285
"Persons, Place of Usual Residence",2111625,Greek,8
"Persons, Place of Usual Residence",2111625,Spanish,10
"Persons, Place of Usual Residence",2111625,Italian,24
"Persons, Place of Usual Residence",2111625,Maltese,5
"Persons, Place of Usual Residence",2111625,Macedonian,3
"Persons, Place of Usual Residence",2111625,Serbian,5
"Persons, Place of Usual Residence",2111625,Turkish,6
"Persons, Place of Usual Residence",2111625,Malayalam,3
"Persons, Place of Usual Residence",2111625,Gujarati,8
"Persons, Place of Usual Residence",2111625,Hindi,9
"Persons, Place of Usual Residence",2111625,Nepali,3
"Persons, Place of Usual Residence",2111625,Vietnamese,3
"Persons, Place of Usual Residence",2111625,Cantonese,5
"Persons, Place of Usual Residence",2111625,Mandarin,24
"Persons, Place of Usual Residence",2111625,Japanese,3
"Persons, Place of Usual Residence",2111625,Not stated,25
"Persons, Place of Usual Residence",2111626,English,319
"Persons, Place of Usual Residence",2111626,Greek,32
"Persons, Place of Usual Residence",2111626,Spanish,3
"Persons, Place of Usual Residence",2111626,Italian,51
"Persons, Place of Usual Residence",2111626,Maltese,5
"Persons, Place of Usual Residence",2111626,Croatian,3
"Persons, Place of Usual Residence",2111626,Turkish,4
"Persons, Place of Usual Residence",2111626,Kannada,4
"Persons, Place of Usual Residence",2111626,Telugu,9
"Persons, Place of Usual Residence",2111626,Gujarati,4
"Persons, Place of Usual Residence",2111626,Hindi,6
"Persons, Place of Usual Residence",2111626,Oriya,4
"Persons, Place of Usual Residence",2111626,Other Southern Asian Languages,6
"Persons, Place of Usual Residence",2111626,Vietnamese,3
"Persons, Place of Usual Residence",2111626,Thai,16
"Persons, Place of Usual Residence",2111626,Korean,4
"Persons, Place of Usual Residence",2111626,Not stated,47
"Persons, Place of Usual Residence",2111627,English,286
"Persons, Place of Usual Residence",2111627,Dutch,4
"Persons, Place of Usual Residence",2111627,Greek,8
"Persons, Place of Usual Residence",2111627,Spanish,4
"Persons, Place of Usual Residence",2111627,Italian,40
"Persons, Place of Usual Residence",2111627,Maltese,4
"Persons, Place of Usual Residence",2111627,Arabic,4
"Persons, Place of Usual Residence",2111627,Thai,3
"Persons, Place of Usual Residence",2111627,Indonesian,3
"Persons, Place of Usual Residence",2111627,Cantonese,3
"Persons, Place of Usual Residence",2111627,Mandarin,4
"Persons, Place of Usual Residence",2111627,Not stated,22
"Persons, Place of Usual Residence",2111628,English,239
"Persons, Place of Usual Residence",2111628,French,4
"Persons, Place of Usual Residence",2111628,Greek,14
"Persons, Place of Usual Residence",2111628,Spanish,4
"Persons, Place of Usual Residence",2111628,Italian,59
"Persons, Place of Usual Residence",2111628,Croatian,3
"Persons, Place of Usual Residence",2111628,Arabic,4
"Persons, Place of Usual Residence",2111628,Telugu,5
"Persons, Place of Usual Residence",2111628,Hindi,14
"Persons, Place of Usual Residence",2111628,Nepali,6
"Persons, Place of Usual Residence",2111628,Vietnamese,8
"Persons, Place of Usual Residence",2111628,Thai,7
"Persons, Place of Usual Residence",2111628,Filipino,4
"Persons, Place of Usual Residence",2111628,Mandarin,4
"Persons, Place of Usual Residence",2111628,Japanese,4
"Persons, Place of Usual Residence",2111628,Auslan,3
"Persons, Place of Usual Residence",2111628,Not stated,17
"Persons, Place of Usual Residence",2111629,English,3
"Persons, Place of Usual Residence",2111630,English,228
"Persons, Place of Usual Residence",2111630,Swedish,3
"Persons, Place of Usual Residence",2111630,Greek,26
"Persons, Place of Usual Residence",2111630,Spanish,3
"Persons, Place of Usual Residence",2111630,Italian,13
"Persons, Place of Usual Residence",2111630,Maltese,3
"Persons, Place of Usual Residence",2111630,Polish,3
"Persons, Place of Usual Residence",2111630,Malayalam,4
"Persons, Place of Usual Residence",2111630,Hindi,8
"Persons, Place of Usual Residence",2111630,Cantonese,13
"Persons, Place of Usual Residence",2111630,Auslan,4
"Persons, Place of Usual Residence",2111630,Not stated,23
"Persons, Place of Usual Residence",2111631,English,524
"Persons, Place of Usual Residence",2111631,German,7
"Persons, Place of Usual Residence",2111631,Greek,12
"Persons, Place of Usual Residence",2111631,Spanish,9
"Persons, Place of Usual Residence",2111631,Italian,25
"Persons, Place of Usual Residence",2111631,Maltese,4
"Persons, Place of Usual Residence",2111631,Russian,4
"Persons, Place of Usual Residence",2111631,Bosnian,4
"Persons, Place of Usual Residence",2111631,Croatian,8
"Persons, Place of Usual Residence",2111631,Macedonian,5
"Persons, Place of Usual Residence",2111631,Vietnamese,11
"Persons, Place of Usual Residence",2111631,Thai,4
"Persons, Place of Usual Residence",2111631,Mandarin,10
"Persons, Place of Usual Residence",2111631,Inadequately described,6
"Persons, Place of Usual Residence",2111631,Not stated,56
"Persons, Place of Usual Residence",2111632,English,222
"Persons, Place of Usual Residence",2111632,Greek,5
"Persons, Place of Usual Residence",2111632,Spanish,3
"Persons, Place of Usual Residence",2111632,Italian,13
"Persons, Place of Usual Residence",2111632,Punjabi,5
"Persons, Place of Usual Residence",2111632,Urdu,3
"Persons, Place of Usual Residence",2111632,Cantonese,4
"Persons, Place of Usual Residence",2111632,Mandarin,7
"Persons, Place of Usual Residence",2111632,Not stated,8
"Persons, Place of Usual Residence",2122601,English,237
"Persons, Place of Usual Residence",2122601,Greek,14
"Persons, Place of Usual Residence",2122601,Italian,43
"Persons, Place of Usual Residence",2122601,Maltese,8
"Persons, Place of Usual Residence",2122601,Arabic,4
"Persons, Place of Usual Residence",2122601,Hindi,6
"Persons, Place of Usual Residence",2122601,Punjabi,4
"Persons, Place of Usual Residence",2122601,Vietnamese,15
"Persons, Place of Usual Residence",2122601,Not stated,37
"Persons, Place of Usual Residence",2122602,English,452
"Persons, Place of Usual Residence",2122602,Greek,7
"Persons, Place of Usual Residence",2122602,Spanish,10
"Persons, Place of Usual Residence",2122602,Italian,43
"Persons, Place of Usual Residence",2122602,Maltese,3
"Persons, Place of Usual Residence",2122602,Ukrainian,3
"Persons, Place of Usual Residence",2122602,Bosnian,4
"Persons, Place of Usual Residence",2122602,Croatian,4
"Persons, Place of Usual Residence",2122602,Polish,5
"Persons, Place of Usual Residence",2122602,Albanian,3
"Persons, Place of Usual Residence",2122602,Gujarati,4
"Persons, Place of Usual Residence",2122602,Hindi,8
"Persons, Place of Usual Residence",2122602,Nepali,6
"Persons, Place of Usual Residence",2122602,Punjabi,7
"Persons, Place of Usual Residence",2122602,Sinhalese,6
"Persons, Place of Usual Residence",2122602,Thai,3
"Persons, Place of Usual Residence",2122602,Mandarin,12
"Persons, Place of Usual Residence",2122602,Min Nan,3
"Persons, Place of Usual Residence",2122602,"Non-verbal, so described",5
"Persons, Place of Usual Residence",2122602,Not stated,38
"Persons, Place of Usual Residence",2122603,English,404
"Persons, Place of Usual Residence",2122603,German,3
"Persons, Place of Usual Residence",2122603,Greek,17
"Persons, Place of Usual Residence",2122603,Spanish,4
"Persons, Place of Usual Residence",2122603,Italian,73
"Persons, Place of Usual Residence",2122603,Maltese,10
"Persons, Place of Usual Residence",2122603,Ukrainian,7
"Persons, Place of Usual Residence",2122603,Croatian,6
"Persons, Place of Usual Residence",2122603,Macedonian,4
"Persons, Place of Usual Residence",2122603,Arabic,3
"Persons, Place of Usual Residence",2122603,Bengali,9
"Persons, Place of Usual Residence",2122603,Hindi,4
"Persons, Place of Usual Residence",2122603,Punjabi,8
"Persons, Place of Usual Residence",2122603,Sinhalese,7
"Persons, Place of Usual Residence",2122603,Filipino,3
"Persons, Place of Usual Residence",2122603,Mandarin,22
"Persons, Place of Usual Residence",2122603,Korean,3
"Persons, Place of Usual Residence",2122603,Not stated,44
"Persons, Place of Usual Residence",2122604,English,371
"Persons, Place of Usual Residence",2122604,German,3
"Persons, Place of Usual Residence",2122604,Greek,23
"Persons, Place of Usual Residence",2122604,Italian,77
"Persons, Place of Usual Residence",2122604,Maltese,14
"Persons, Place of Usual Residence",2122604,Ukrainian,3
"Persons, Place of Usual Residence",2122604,Macedonian,3
"Persons, Place of Usual Residence",2122604,Polish,6
"Persons, Place of Usual Residence",2122604,Arabic,5
"Persons, Place of Usual Residence",2122604,Telugu,4
"Persons, Place of Usual Residence",2122604,Gujarati,6
"Persons, Place of Usual Residence",2122604,Hindi,3
"Persons, Place of Usual Residence",2122604,Sinhalese,10
"Persons, Place of Usual Residence",2122604,Mandarin,16
"Persons, Place of Usual Residence",2122604,Japanese,10
"Persons, Place of Usual Residence",2122604,Korean,3
"Persons, Place of Usual Residence",2122604,Not stated,15
"Persons, Place of Usual Residence",2122605,English,451
"Persons, Place of Usual Residence",2122605,French,3
"Persons, Place of Usual Residence",2122605,Greek,18
"Persons, Place of Usual Residence",2122605,Spanish,8
"Persons, Place of Usual Residence",2122605,Italian,61
"Persons, Place of Usual Residence",2122605,Maltese,7
"Persons, Place of Usual Residence",2122605,Russian,3
"Persons, Place of Usual Residence",2122605,Ukrainian,5
"Persons, Place of Usual Residence",2122605,Croatian,3
"Persons, Place of Usual Residence",2122605,Macedonian,3
"Persons, Place of Usual Residence",2122605,Serbian,3
"Persons, Place of Usual Residence",2122605,Slovene,3
"Persons, Place of Usual Residence",2122605,"Serbo-Croatian/Yugoslavian, so described",3
"Persons, Place of Usual Residence",2122605,Vietnamese,7
"Persons, Place of Usual Residence",2122605,Thai,5
"Persons, Place of Usual Residence",2122605,Tagalog,4
"Persons, Place of Usual Residence",2122605,Filipino,3
"Persons, Place of Usual Residence",2122605,Cantonese,4
"Persons, Place of Usual Residence",2122605,Mandarin,6
"Persons, Place of Usual Residence",2122605,Not stated,43
"Persons, Place of Usual Residence",2122606,English,372
"Persons, Place of Usual Residence",2122606,German,3
"Persons, Place of Usual Residence",2122606,Greek,20
"Persons, Place of Usual Residence",2122606,Spanish,7
"Persons, Place of Usual Residence",2122606,Italian,86
"Persons, Place of Usual Residence",2122606,Maltese,7
"Persons, Place of Usual Residence",2122606,Bosnian,7
"Persons, Place of Usual Residence",2122606,Croatian,5
"Persons, Place of Usual Residence",2122606,Macedonian,5
"Persons, Place of Usual Residence",2122606,Romanian,3
"Persons, Place of Usual Residence",2122606,Turkish,3
"Persons, Place of Usual Residence",2122606,Gujarati,6
"Persons, Place of Usual Residence",2122606,Hindi,20
"Persons, Place of Usual Residence",2122606,Nepali,3
"Persons, Place of Usual Residence",2122606,Punjabi,8
"Persons, Place of Usual Residence",2122606,Sinhalese,10
"Persons, Place of Usual Residence",2122606,Thai,10
"Persons, Place of Usual Residence",2122606,Filipino,9
"Persons, Place of Usual Residence",2122606,Cantonese,6
"Persons, Place of Usual Residence",2122606,Mandarin,7
"Persons, Place of Usual Residence",2122606,Oromo,9
"Persons, Place of Usual Residence",2122606,Auslan,6
"Persons, Place of Usual Residence",2122606,Not stated,29
"Persons, Place of Usual Residence",2122607,English,292
"Persons, Place of Usual Residence",2122607,German,6
"Persons, Place of Usual Residence",2122607,Dutch,4
"Persons, Place of Usual Residence",2122607,Swedish,3
"Persons, Place of Usual Residence",2122607,Greek,23
"Persons, Place of Usual Residence",2122607,Italian,41
"Persons, Place of Usual Residence",2122607,Maltese,8
"Persons, Place of Usual Residence",2122607,Croatian,3
"Persons, Place of Usual Residence",2122607,Slovene,3
"Persons, Place of Usual Residence",2122607,Hindi,6
"Persons, Place of Usual Residence",2122607,Nepali,9
"Persons, Place of Usual Residence",2122607,Punjabi,4
"Persons, Place of Usual Residence",2122607,Thai,4
"Persons, Place of Usual Residence",2122607,Mandarin,4
"Persons, Place of Usual Residence",2122607,Korean,3
"Persons, Place of Usual Residence",2122607,Not stated,30
"Persons, Place of Usual Residence",2122608,English,371
"Persons, Place of Usual Residence",2122608,German,6
"Persons, Place of Usual Residence",2122608,Greek,15
"Persons, Place of Usual Residence",2122608,Spanish,9
"Persons, Place of Usual Residence",2122608,Italian,66
"Persons, Place of Usual Residence",2122608,Maltese,7
"Persons, Place of Usual Residence",2122608,Croatian,5
"Persons, Place of Usual Residence",2122608,Macedonian,3
"Persons, Place of Usual Residence",2122608,Persian (excluding Dari),7
"Persons, Place of Usual Residence",2122608,Arabic,20
"Persons, Place of Usual Residence",2122608,Turkish,3
"Persons, Place of Usual Residence",2122608,Hindi,7
"Persons, Place of Usual Residence",2122608,Cantonese,9
"Persons, Place of Usual Residence",2122608,Not stated,19
"Persons, Place of Usual Residence",2122609,English,315
"Persons, Place of Usual Residence",2122609,Greek,14
"Persons, Place of Usual Residence",2122609,Spanish,8
"Persons, Place of Usual Residence",2122609,Italian,53
"Persons, Place of Usual Residence",2122609,Maltese,6
"Persons, Place of Usual Residence",2122609,Croatian,6
"Persons, Place of Usual Residence",2122609,Arabic,4
"Persons, Place of Usual Residence",2122609,Bengali,4
"Persons, Place of Usual Residence",2122609,Gujarati,3
"Persons, Place of Usual Residence",2122609,Hindi,3
"Persons, Place of Usual Residence",2122609,Sinhalese,6
"Persons, Place of Usual Residence",2122609,Urdu,4
"Persons, Place of Usual Residence",2122609,Malay,3
"Persons, Place of Usual Residence",2122609,Tagalog,5
"Persons, Place of Usual Residence",2122609,Cantonese,6
"Persons, Place of Usual Residence",2122609,Mandarin,6
"Persons, Place of Usual Residence",2122609,Not stated,23
"Persons, Place of Usual Residence",2122610,English,183
"Persons, Place of Usual Residence",2122610,Greek,4
"Persons, Place of Usual Residence",2122610,Italian,18
"Persons, Place of Usual Residence",2122610,Russian,3
"Persons, Place of Usual Residence",2122610,Ukrainian,5
"Persons, Place of Usual Residence",2122610,Persian (excluding Dari),3
"Persons, Place of Usual Residence",2122610,Arabic,8
"Persons, Place of Usual Residence",2122610,Telugu,7
"Persons, Place of Usual Residence",2122610,Hindi,8
"Persons, Place of Usual Residence",2122610,Nepali,6
"Persons, Place of Usual Residence",2122610,Punjabi,6
"Persons, Place of Usual Residence",2122610,Mandarin,10
"Persons, Place of Usual Residence",2122610,Samoan,5
"Persons, Place of Usual Residence",2122610,Not stated,10
"Persons, Place of Usual Residence",2122611,English,122
"Persons, Place of Usual Residence",2122611,Greek,17
"Persons, Place of Usual Residence",2122611,Spanish,10
"Persons, Place of Usual Residence",2122611,Italian,46
"Persons, Place of Usual Residence",2122611,Croatian,7
"Persons, Place of Usual Residence",2122611,Arabic,9
"Persons, Place of Usual Residence",2122611,Turkish,3
"Persons, Place of Usual Residence",2122611,Hindi,6
"Persons, Place of Usual Residence",2122611,Urdu,9
"Persons, Place of Usual Residence",2122611,Tagalog,3
"Persons, Place of Usual Residence",2122611,Cantonese,10
"Persons, Place of Usual Residence",2122611,Mandarin,10
"Persons, Place of Usual Residence",2122611,Not stated,15
"Persons, Place of Usual Residence",2122612,English,306
"Persons, Place of Usual Residence",2122612,Dutch,4
"Persons, Place of Usual Residence",2122612,French,3
"Persons, Place of Usual Residence",2122612,Greek,14
"Persons, Place of Usual Residence",2122612,Spanish,5
"Persons, Place of Usual Residence",2122612,Italian,68
"Persons, Place of Usual Residence",2122612,Maltese,8
"Persons, Place of Usual Residence",2122612,Russian,4
"Persons, Place of Usual Residence",2122612,Croatian,6
